data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7157136,716,ZIM6470,6470,2020-06-27,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change; Prisoners (Zimbabwe),7,17,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Norton,-17.8833,30.7000,1,My Zimbabwe,National,"On 27 June 2020, a MDC alliance chairperson was attacked and injured by police forces in Norton (Chegutu, Mashonaland West). The chairperson was arrested during a demonstration in Goromonzi.",0,1594671459,ZWE
7136172,716,ZIM6467,6467,2020-06-25,2020,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Journalists (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Warren Park,-17.8303,30.9822,1,Zim Eye,National,"On 25 June 2020, two journalists were assaulted and injured by soldiers in Warren Park (Harare) during the national coronavirus lockdown.",0,1593456871,ZWE
7153653,716,ZIM6468,6468,2020-06-24,2020,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Street Traders (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Warren Park,-17.8303,30.9822,1,Zim Eye,National,"On 24 June 2020, military officers assaulted residents and looted goods from vendors in Warren Park (Harare) during national coronavirus related policing.",0,1594063540,ZWE
7135723,716,ZIM6466,6466,2020-06-22,2020,1,Protests,Protest with intervention,Protesters (Zimbabwe),ARTUZ: Amalgamated Rural Teachers Union of Zimbabwe; Teachers (Zimbabwe),6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Masvingo,Masvingo Metro,Masvingo Municipality,Masvingo,-20.0833,30.8333,1,Bulawayo24; 263chat ZW,National,"On 22 June 2020, teachers under the banner of ARTUZ demonstrated in Masvingo (Masvingo Metro, Masvingo) against the inadequate salaries that the civil servants are getting. Four arrests reported. [size=at least 4]",0,1593456869,ZWE
7130306,716,ZIM6464,6464,2020-06-19,2020,1,Protests,Peaceful protest,Protesters (Zimbabwe),Health Workers (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.4500,29.8200,1,Zim Eye,National,"On 19 June 2020, health workers demonstrated in Gweru (Gweru, Midlands), demanding increased salaries. The nurses also demanded the proposed United States-dollar coronavirus allowance to be paid in cash. [size=no report]",0,1592852506,ZWE
7129813,716,ZIM6465,6465,2020-06-19,2020,1,Protests,Protest with intervention,Protesters (Zimbabwe),Health Workers (Zimbabwe),6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Manicaland,Mutare Central,Mutare City Council,Mutare,-18.9666,32.6667,1,Zim Eye; Bulawayo24,National,"On 19 June 2020, health workers demonstrated at the Victoria Chitepo Hospital in Mutare (Mutare Central, Manicaland), demanding increased salaries. The nurses also demanded the proposed United States-dollar coronavirus allowance to be paid in cash. Police arrested 35. [size=at least 35]",0,1592852504,ZWE
7129901,716,ZIM6463,6463,2020-06-18,2020,1,Riots,Mob violence,Rioters (Zimbabwe),MDC Youth Assembly: Movement for Democratic Change Youth Assembly (Chamisa Faction),5,Rioters (Zimbabwe),MDC Youth Assembly: Movement for Democratic Change Youth Assembly (Khupe Faction),5,55,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Bulawayo24,National,"On 18 June 2020, MDC youth affiliated with Nelson Chamisa and Thokozani Khupe engaged in an altercation at the disputed MDC headquarters the Morgan Richard Tsvangirai House in Harare (Harare). [size=no report]",0,1592852504,ZWE
7129812,716,ZIM6462,6462,2020-06-18,2020,1,Protests,Peaceful protest,Protesters (Zimbabwe),Health Workers (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Bulawayo24; Zim Eye,National,"On 18 June 2020, health workers demonstrated at United Bulawayo Hospitals (Bulawayo), demanding increased salaries. The nurses also demanded the proposed United States-dollar coronavirus allowance to be paid in cash. [size=no report]",0,1592852504,ZWE
7129811,716,ZIM6461,6461,2020-06-17,2020,1,Protests,Peaceful protest,Protesters (Zimbabwe),Health Workers (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,263chat ZW; New Zimbabwe; Zimbabwean; Bulawayo24; Zim Eye,Subnational-National,"On 17 June 2020, hundreds of health workers demonstrated at the Parirenyatwa Group of Hospitals in Harare (Harare), demanding increased salaries. The nurses also demanded the proposed United States-dollar coronavirus allowance to be paid in cash. [size=hundreds]",0,1592852504,ZWE
7130304,716,ZIM6460,6460,2020-06-14,2020,1,Riots,Mob violence,Rioters (Zimbabwe),Former ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),,5,55,Southern Africa,Zimbabwe,Mashonaland Central,Mazowe South,Mazowe RDC,Mazowe,-17.5166,30.9667,1,Zim Eye,National,"On 14 June 2020, a group of former G40 youths (a faction of the Zimbabwe African National Union - Patriotic Front) allegedly led by a former youth leader went to a farm of the former ZANU PF Political Commissar in Mazowe (Mazowe South, Mashonaland Central) and violently kicked off War Veterans who had earlier invaded the property. [size=no report]",0,1592852506,ZWE
7127212,716,ZIM6457,6457,2020-06-13,2020,2,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Zim Eye,National,"Around 13 June 2020 (as reported), residents demonstrated in Luveve in Bulawayo (Bulawayo) after three people died due to suspected contaminated water. [size=no report]",0,1592254858,ZWE
7130305,716,ZIM6459,6459,2020-06-12,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC Youth Assembly: Movement for Democratic Change Youth Assembly,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zim Eye,National,"On 12 June 2020, MDC Alliance youth assembly deputy spokesperson was hospitalised after being assaulted at Harvest House (Harare) by police during the national coronavirus lockdown.",0,1592852506,ZWE
7130307,716,ZIM6458,6458,2020-06-10,2020,1,Strategic developments,Arrests,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change; Women (Zimbabwe); Government of Zimbabwe (2017-),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwean,National,"On 10 June 2020, three female MDC leaders, including a member of parliament, were arrested in Harare (Harare), having accused police of abduction and sexual assault in May.",0,1592852506,ZWE
7126780,716,ZIM6456,6456,2020-06-08,2020,2,Strategic developments,Looting/property destruction,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),Government of Zimbabwe (2017-); ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Bulawayo24,National,"Around 8 June 2020 (as reported), the law firm and private property of the speaker of parliament (a Zanu-PF politician) was vandalised and fire bombed by unknown assailants in Bulawayo (Bulawayo). The assailants wrote threatening messages on some of the walls.",0,1592254856,ZWE
7126781,716,ZIM6455,6455,2020-06-07,2020,1,Riots,Mob violence,Rioters (Zimbabwe),Vigilante Group (Zimbabwe),5,Civilians (Zimbabwe),,7,57,Southern Africa,Zimbabwe,Matabeleland South,Gwanda North,Gwanda Municipality,Gwanda,-20.9333,29.0000,1,Bulawayo24,National,"On 7 June 2020, community members caught and took a suspected member of a gang accused of theft in Gwanda (Gwanda North, Matabeleland South) to the police station. [size=no report]",0,1592254856,ZWE
7127213,716,ZIM6454,6454,2020-06-06,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Democratic Republic of Congo),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zim Eye,National,"On 6 June 2020, police allegedly assaulted a Congolese man in Harare (Harare) during the nation coronavirus lockdown.",0,1592254858,ZWE
7121287,716,ZIM6453,6453,2020-06-04,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,263chat ZW,Subnational,"On 4 June 2020, police forcefully stormed the MDC-Alliance headquarters in Harare (Harare) and severely assaulted security personnel. Youths aligned to the Nelson Chamisa-led party tried to enter the MDC headquarters in Harare (Harare) after police and the military besieged the building earlier.",0,1591646809,ZWE
7121355,716,ZIM6450,6450,2020-06-03,2020,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Masvingo,Masvingo North,Chiredzi Town Council,Chiredzi,-21.0500,31.6667,1,Bulawayo24,National,"On 3 June 2020, Chiredzi South villagers (Masvingo North, Masvingo) demonstrated against a lucerne grass farming project which is bound to displace over 1,000 families from their ancestral land. [size=no report]",0,1591646809,ZWE
7121356,716,ZIM6448,6448,2020-06-02,2020,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Bulawayo24,National,"On 2 June 2020, a mass protest erupted in Highfield (Harare). The demonstration came after an organization calling itself Chapter 2 Movement threatened to stage mass protests against the detention of an MDC lawyer. [size=no report]",0,1591646809,ZWE
7121285,716,ZIM6451,6451,2020-05-30,2020,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Masvingo,Masvingo Metro,Masvingo Municipality,Masvingo,-20.0833,30.8333,1,Bulawayo24; Zim Eye; Zimbabwe Standard,National,"On 30 May 2020, demonstration action was reported at coronavirus isolation centers in Masvingo (Masvingo Metro, Masvingo) and in Harare. Demonstrators demanded to be released due to poor living conditions. Police intervened at the center in Masvingo. [size=no report]",0,1591646809,ZWE
7121286,716,ZIM6452,6452,2020-05-30,2020,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Standard; Zim Eye; Bulawayo24,National,"On 30 May 2020, demonstration action was reported at coronavirus isolation centers in Masvingo and at the Queen Elizabeth School and Belvedere Teachers College in Harare (Harare). Demonstrators demanded to be released due to poor living conditions. Police intervened in Harare. [size=no report]",0,1591646809,ZWE
7121357,716,ZIM6449,6449,2020-05-28,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2000,1,Bulawayo24,National,"On 28 May 2020, the military assaulted a group of people in Chinhoyi (Makonde, Mashonaland West), injuring several, with baton sticks during the coronavirus lockdown enforcement.",0,1591646809,ZWE
7108433,716,ZIM6443,6443,2020-05-24,2020,1,Battles,Armed clash,Military Forces of Zimbabwe (2017-),,1,Police Forces of Zimbabwe (2017-),,1,11,Southern Africa,Zimbabwe,Mashonaland East,Chikomba,Chikomba RDC,Chivhu,-19.0211,30.8922,1,Zim Eye,National,"On 24 May 2020, military personnel assaulted two CID police officers, as well as three civilians, in Chivhu (Chikomba, Mashonaland East) for not wearing face masks during the national coronavirus lockdown.",0,1591052481,ZWE
7108432,716,ZIM6442,6442,2020-05-23,2020,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland East,Chikomba,Chikomba RDC,Chivhu,-19.0211,30.8922,1,Zim Eye,National,"On 23 May 2020, military personnel assaulted civilians in Chivhu (Chikomba, Mashonaland East) for not adhering to the national coronavirus lockdown regulations. No fatalities and/or injuries reported.",0,1591052481,ZWE
7107720,716,ZIM6447,6447,2020-05-23,2020,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Bulawayo24,National,"On 23 May 2020, a group of returning Zimbabweans who were quarantined in Harare (Harare), demonstrated after the facility requested them to pay for the coronavirus testing. [size=no report]",0,1591052477,ZWE
7107606,716,ZIM6445,6445,2020-05-16,2020,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Women (Zimbabwe); Teachers (Zimbabwe); ARTUZ: Amalgamated Rural Teachers Union of Zimbabwe,7,17,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Domboshava,Domboshava,-17.6086,31.1751,1,Newsday (Zimbabwe); Bulawayo24,National,"On 16 May 2020, a teacher and the national secretary for Gender and Welfare of ARTUZ (Amalgamated Rural Teachers Union of Zimbabwe) was assaulted by six men believed to be military officials in Domboshava (Goromonzi, Mashonaland East) after she posted a video, protesting the kidnapping and sexual assault of three female MDC Alliance officials.",0,1591052476,ZWE
7107721,716,ZIM6441,6441,2020-05-16,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Matabeleland South,Beitbridge West,Beitbridge Town Council,Beitbridge,-22.2167,29.9833,1,Bulawayo24,National,"On 16 May 2020, police are accused of assaulting four men with sticks in Beitbridge (Beitbridge West, Matabeleland South) during the national coronavirus lockdown, hospitalizing one.",0,1591052477,ZWE
7108092,716,ZIM6446,6446,2020-05-16,2020,1,Riots,Mob violence,Rioters (Zimbabwe),Vigilante Group (Zimbabwe),5,Civilians (Zimbabwe),,7,57,Southern Africa,Zimbabwe,Manicaland,Mutare Central,Mutare City Council,Mutare,-18.9666,32.6667,1,Manica Post,Subnational,"On 16 May 2020, a mob broke into the yard of a foreign currency dealer accused of being responsible for the death of a family member in Mutare (Mutare Central, Manicaland). The mob set alight the vehicle of the man. [size=no report]",0,1591052479,ZWE
7099497,716,ZIM6438,6438,2020-05-14,2020,1,Violence against civilians,Sexual violence,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change; Women (Zimbabwe); Prisoners (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,2,Zimbabwe Standard; Times (South Africa); New Zimbabwe; Bulawayo24; Chronicle (Zimbabwe); Zimbabwean,National-Regional,"On 14 May 2020, three female MDC officials who were allegedly arrested in Harare during a demonstration two days earlier, was found next to the Shamva-Bindura turn-off outside Harare (Harare). The women accused police of sexual assault.",0,1589834545,ZWE
7099753,716,ZIM6437,6437,2020-05-14,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Women (Zimbabwe),7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,New Zimbabwe,National,"On 14 May 2020, police offices are accused of assaulting two women in Bulawayo (Bulawayo) during the coronavirus lockdown enforcement.",0,1589834547,ZWE
7099496,716,ZIM6436,6436,2020-05-13,2020,1,Protests,Protest with intervention,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,263chat ZW; Bulawayo24; Zim Eye,Subnational-National,"On 13 May 2020, MDC Alliance members demonstrated in Warren Park, Harare (Harare) over the coronavirus lockdown and hunger and poverty in Zimbabwe. Three women from the organisation were allegedly arrested. [size=at least 3]",0,1589834545,ZWE
7076149,716,ZIM6434,6434,2020-04-30,2020,2,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Matabeleland South,Beitbridge West,Beitbridge Town Council,Beitbridge,-22.2167,29.9833,1,Newsday (Zimbabwe),National,"Around 30 April 2020 (as reported), 15 people demonstrated while in coronavirus quarantine in Beitbridge (Beitbridge West, Matabeleland South), demanding to be released. Police intervened. [size=15]",0,1588625469,ZWE
7070771,716,ZIM6431,6431,2020-04-24,2020,2,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Daily Nation (Kenya),Regional,"On or around 24 April 2020, municipal police officers allegedly assaulted and seriously injured three men in Marimba area in Harare (Harare) after the men questioned the officers on the reasons why their informal housing was being destroyed.",0,1588021333,ZWE
7071052,716,ZIM6432,6432,2020-04-24,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Masvingo,Masvingo Metro,Masvingo Municipality,Masvingo,-20.0833,30.8333,2,Zim Eye,National,"On 24 April 2020, police forces reportedly assaulted the director of a Masvingo based NGO in Masvingo area (Masvingo Metro, Masvingo) after he showed his approval letter during the national coronavirus lockdown.",0,1588021334,ZWE
7075937,716,ZIM6433,6433,2020-04-22,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland Central,Bindura South,Bindura Municipality,Bindura,-17.2964,31.3297,1,Zim Eye; Bulawayo24,National,"On or around 22 April 2020, police allegedly broke a man's hand after assaulting him with an iron bar during the national coronavirus lockdown in Bindura (Bindura South, Mashonaland Central).",0,1588625468,ZWE
7107719,716,ZIM6444,6444,2020-04-16,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Bulawayo24,National,"On 16 April 2020, soldiers assaulted a group of people in a queue outside a shop in Bulawayo (Bulawayo).",0,1591052477,ZWE
7080890,716,ZIM6435,6435,2020-04-16,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Women (Zimbabwe); Prisoners (Zimbabwe),7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Zim Eye; Chronicle (Zimbabwe),National,"On 16 April 2020, police officers arrested and then assaulted two women in Bulawayo (Bulawayo) with batons during the enforcement of the national coronavirus lockdown. The women were taken to hospital following the assault",0,1589234729,ZWE
7064927,716,ZIM6430,6430,2020-04-14,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),Military Forces of Zimbabwe (2017-),1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Masvingo,Masvingo Metro,Masvingo Municipality,Masvingo,-20.0833,30.8333,1,Zim Eye,National,"On 14 April 2020, police and soldiers reportedly assaulted civilians during the enforcement of coronavirus measures in Masvingo (Masvingo Metro, Masvingo) before a visit from the president in the area.",0,1587417447,ZWE
7064925,716,ZIM6429,6429,2020-04-12,2020,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Sanyati,Kadoma City Council,Kadoma,-18.3500,29.9167,1,Zim Eye,National,"On 12 April 2020, soldiers reportedly assaulted civilians during the enforcement of coronavirus measures in Kadoma (Sanyati, Mashonaland West) ahead of the visit from the president.",0,1587417447,ZWE
7064926,716,ZIM6428,6428,2020-04-11,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Journalists (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zim Eye,National,"On 11 April 2020, police reportedly assaulted a journalist in Harare (Harare) during the national coronavirus lockdown enforcement.",0,1587417447,ZWE
7064928,716,ZIM6427,6427,2020-04-10,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zim Eye,National,"On 10 April 2020, police reportedly assaulted a man and took his money and cell phone in Harare (Harare) during the national coronavirus lockdown enforcement.",0,1587417447,ZWE
7064562,716,ZIM6426,6426,2020-04-07,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2000,1,Bulawayo24,National,"On 7 April 2020, police are accused of assaulting two residents of Chinhoyi (Makonde, Mashonaland West) at their homes during the national coronavirus lockdown enforcement. No casualties reported.",0,1587417446,ZWE
7060544,716,ZIM6423,6423,2020-04-06,2020,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Newsday (Zimbabwe),National,"On 6 April 2020, soldiers reportedly used violence to disperse people in Chitungwiza and Kuwadzana residential areas in Harare (Harare) before the convoy of the president passed through the area. Later that day, soldiers reportedly assaulted some residents for booing the president.",0,1586813941,ZWE
7060545,716,ZIM6424,6424,2020-04-06,2020,2,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Kariba,Kariba Municipality,Kariba,-16.5166,28.8000,1,Newsday (Zimbabwe),National,"On or around 6 April 2020, police reportedly assaulted a man in Kariba (Kariba, Mashonaland West) during the enforcement of the national coronavirus lockdown.",0,1586813941,ZWE
7060546,716,ZIM6425,6425,2020-04-06,2020,2,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Women (Zimbabwe),7,17,Southern Africa,Zimbabwe,Mashonaland West,Hurungwe,Karoi Town Council,Karoi,-16.8166,29.6833,1,Newsday (Zimbabwe),National,"On or around 6 April 2020, police reportedly assaulted a woman in Karoi (Hurungwe, Mashonaland West) during enforcement fo the national coronavirus lockdown.",0,1586813941,ZWE
7060340,716,ZIM6422,6422,2020-04-04,2020,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Journalists (Zimbabwe); Prisoners (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Daily Maverick (South Africa),Regional,"On 4 April 2020, a freelance journalist was reportedly assaulted by police in the Harare suburb of Kuwadzana. He was arrested, assaulted and forced to delete picture he took of a police operation (Harare).",0,1586813940,ZWE
